Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRF60,OUT027,5184.0
FDC09,OUT035,1828.0
FDF50,OUT018,2856.0
FDG28,OUT035,4020.0
NCE19,OUT017,1012.0
NCM53,OUT010,-172.0
NCN18,OUT049,1842.0
FDF32,OUT035,3272.0
FDF11,OUT013,3840.0
DRI59,OUT049,3654.0
NCG54,OUT035,2788.0
FDM44,OUT046,1670.0
FDT57,OUT018,3468.0
FDV24,OUT046,2424.0
FDI50,OUT019,1768.0
FDS09,OUT035,1012.0
NCC31,OUT027,3902.0
FDQ07,OUT019,1602.0
FDC22,OUT017,3188.0
FDZ56,OUT046,2728.0
FDZ40,OUT019,-986.0
FDS46,OUT027,3396.0
DRD24,OUT045,2200.0
FDV45,OUT017,3128.0
FDL26,OUT045,2430.0
FDA56,OUT018,1712.0
FDN27,OUT046,1928.0
FDM20,OUT049,3968.0
FDO16,OUT017,1484.0
FDL03,OUT035,3272.0
FDE58,OUT046,1906.0
FDI02,OUT027,3280.0
NCC55,OUT019,-1256.0
FDR03,OUT018,3042.0
FDB14,OUT017,1652.0
FDR45,OUT013,3816.0
NCN07,OUT017,2190.0
FDM51,OUT019,-184.0
FDT52,OUT027,5364.0
FDL26,OUT046,2480.0
NCZ42,OUT046,3792.0
DRI47,OUT019,444.0
FDW40,OUT013,2284.0
FDN34,OUT046,2766.0
FDS01,OUT035,2964.0
NCG55,OUT045,1800.0
FDC11,OUT035,1512.0
FDX35,OUT018,3342.0
NCB06,OUT046,2550.0
FDR09,OUT019,2200.0
FDC53,OUT017,1704.0
FDY45,OUT013,4040.0
FDA22,OUT010,774.0
FDE02,OUT035,1642.0
FDW21,OUT045,1638.0
FDV34,OUT046,1286.0
FDS59,OUT049,1896.0
NCW17,OUT017,2160.0
NCK54,OUT046,1892.0
FDG17,OUT019,2020.0
FDG35,OUT017,2932.0
FDD08,OUT010,-1236.0
NCO07,OUT017,3460.0
FDJ10,OUT010,386.0
FDW36,OUT017,1800.0
FDW21,OUT010,-194.0
FDY19,OUT017,2024.0
DRE03,OUT013,796.0
NCC55,OUT049,718.0
FDH52,OUT010,-796.0
FDO09,OUT017,4324.0
FDU43,OUT045,3780.0
FDX09,OUT010,884.0
FDH40,OUT019,-508.0
FDW58,OUT017,1820.0
FDC47,OUT017,3700.0
NCR41,OUT035,1636.0
DRG49,OUT035,3980.0
FDC52,OUT027,3936.0
FDY13,OUT046,1252.0
FDY35,OUT013,796.0
FDI35,OUT017,3016.0
NCU18,OUT049,2328.0
FDY33,OUT018,2280.0
FDC15,OUT027,3924.0
FDU01,OUT049,3108.0
NCU42,OUT046,2712.0
NCV29,OUT018,2534.0
NCY30,OUT017,3014.0
FDQ46,OUT049,1880.0
FDG58,OUT027,3936.0
FDK33,OUT017,3516.0
NCD07,OUT045,1786.0
NCX29,OUT027,3724.0
NCT42,OUT013,2352.0
DRN59,OUT035,886.0
FDI44,OUT035,1396.0
FDA45,OUT049,2896.0
FDP31,OUT045,1046.0
FDY01,OUT046,1888.0
FDT09,OUT018,1904.0
DRH03,OUT027,2984.0
FDA36,OUT018,2704.0
NCF31,OUT017,2548.0
FDG14,OUT049,2548.0
FDG28,OUT027,5374.0
FDU14,OUT049,4048.0
FDY47,OUT019,252.0
FDI56,OUT049,1544.0
DRD01,OUT013,972.0
FDM22,OUT046,984.0
FDH33,OUT013,696.0
DRZ24,OUT013,1888.0
NCQ38,OUT046,1712.0
FDO16,OUT027,2828.0
FDU07,OUT027,3830.0
NCB07,OUT013,3056.0
FDU48,OUT045,2066.0
NCM43,OUT045,2566.0
FDR31,OUT010,458.0
DRK49,OUT018,424.0
NCI30,OUT010,1950.0
DRD60,OUT017,3002.0
NCG19,OUT046,3696.0
FDH12,OUT035,1804.0
FDM32,OUT035,1616.0
FDM27,OUT035,2620.0
NCU53,OUT027,4070.0
NCQ18,OUT046,1582.0
FDS10,OUT013,2852.0
FDB33,OUT027,3970.0
FDI12,OUT013,1424.0
NCW42,OUT013,3480.0
NCC06,OUT018,1770.0
FDW02,OUT017,2192.0
NCD43,OUT017,1794.0
FDM57,OUT018,1112.0
FDA58,OUT017,3856.0
FDK56,OUT046,2944.0
FDP52,OUT045,3650.0
FDW20,OUT018,1720.0
FDS52,OUT049,1728.0
NCT29,OUT018,1622.0
NCL54,OUT013,2776.0
FDC05,OUT045,3128.0
FDF34,OUT035,3296.0
FDP03,OUT027,3488.0
FDD32,OUT010,-490.0
FDZ10,OUT045,1998.0
FDZ40,OUT035,1024.0
FDD51,OUT018,446.0
NCY30,OUT019,952.0
FDP58,OUT017,3552.0
FDV49,OUT017,4304.0
FDY24,OUT019,-1012.0
NCO55,OUT017,1818.0
FDR13,OUT017,2048.0
FDS51,OUT017,1156.0
FDP26,OUT045,1616.0
NCB54,OUT027,3498.0
FDF32,OUT017,3248.0
FDN31,OUT018,2722.0
DRM48,OUT017,722.0
FDN20,OUT049,2788.0
DRL01,OUT046,3744.0
FDV56,OUT049,1876.0
DRH13,OUT027,3188.0
FDA03,OUT017,2496.0
FDF47,OUT027,4980.0
FDX32,OUT046,2394.0
FDX57,OUT049,1696.0
NCA30,OUT045,2930.0
FDO49,OUT013,876.0
FDL04,OUT019,-226.0
DRM48,OUT035,738.0
FDR16,OUT013,3392.0
NCC19,OUT018,2748.0
NCE42,OUT045,3664.0
FDY24,OUT017,1060.0
FDH19,OUT049,2888.0
FDJ46,OUT013,2760.0
FDN45,OUT010,1630.0
FDY08,OUT035,2368.0
FDZ37,OUT035,1580.0
NCT30,OUT045,716.0
DRY23,OUT018,458.0
NCZ30,OUT018,1664.0
FDC44,OUT018,1512.0
FDB45,OUT035,1816.0
FDY04,OUT013,2644.0
FDM27,OUT046,2572.0
FDZ43,OUT017,3980.0
FDT39,OUT019,578.0
NCC06,OUT019,130.0
FDL15,OUT027,3900.0
FDL57,OUT017,4228.0
FDU08,OUT046,1628.0
FDK40,OUT017,4304.0
FDQ12,OUT010,1740.0
FDS48,OUT017,2544.0
FDP09,OUT045,3316.0
FDW21,OUT049,1748.0
FDY25,OUT035,3002.0
DRE13,OUT017,1518.0
FDV43,OUT019,-1180.0
FDD22,OUT045,1738.0
FDM46,OUT019,-444.0
NCO30,OUT010,1040.0
FDM25,OUT046,2830.0
NCN41,OUT049,2040.0
FDU24,OUT045,1482.0
FDZ50,OUT046,2980.0
FDP45,OUT013,4020.0
NCM54,OUT045,1952.0
FDW10,OUT019,888.0
FDP20,OUT017,2176.0
FDK32,OUT046,2480.0
FDN52,OUT049,1536.0
FDM58,OUT045,1782.0
FDZ46,OUT027,3228.0
NCA18,OUT018,1584.0
FDD35,OUT046,1988.0
NCK31,OUT035,934.0
FDI40,OUT027,3096.0
FDT50,OUT019,-296.0
NCT06,OUT046,2632.0
FDT31,OUT035,3114.0
FDT45,OUT049,976.0
FDT13,OUT045,2932.0
FDO50,OUT045,1420.0
NCU18,OUT010,334.0
NCR54,OUT049,3152.0
NCO18,OUT018,2544.0
FDU09,OUT045,928.0
FDT13,OUT018,2712.0
FDE09,OUT046,1840.0
NCK53,OUT019,-274.0
FDG45,OUT049,3456.0
DRH15,OUT035,860.0
FDO21,OUT019,1720.0
FDD14,OUT027,4342.0
FDC09,OUT046,1734.0
FDH45,OUT027,2212.0
FDV32,OUT046,1088.0
FDG12,OUT035,2090.0
FDS32,OUT013,2288.0
NCL55,OUT018,3666.0
DRE01,OUT035,3932.0
DRE15,OUT049,1354.0
NCL42,OUT045,3834.0
FDP31,OUT013,1068.0
FDN33,OUT018,1262.0
FDZ59,OUT046,2680.0
FDE45,OUT010,946.0
FDJ07,OUT013,1912.0
FDQ45,OUT018,2710.0
FDM33,OUT027,4910.0
FDO15,OUT010,-592.0
FDM46,OUT013,1468.0
FDR03,OUT045,3268.0
FDY49,OUT018,2428.0
FDQ60,OUT045,1888.0
FDW10,OUT049,2888.0
FDO51,OUT049,892.0
FDJ40,OUT018,1520.0
FDS20,OUT018,2620.0
FDU45,OUT013,1856.0
FDV02,OUT035,2812.0
FDN09,OUT046,3860.0
NCM55,OUT027,4388.0
FDN23,OUT018,2072.0
FDY31,OUT010,430.0
FDW03,OUT010,-118.0
FDD14,OUT046,2906.0
FDV23,OUT017,2124.0
DRI03,OUT045,2748.0
FDN13,OUT035,1696.0
FDF45,OUT027,2494.0
FDU46,OUT035,1596.0
FDB57,OUT049,3664.0
FDV12,OUT049,1740.0
FDQ58,OUT013,2420.0
NCA18,OUT017,1964.0
FDH52,OUT049,1152.0
FDM24,OUT018,2156.0
NCP43,OUT027,4312.0
NCO18,OUT019,904.0
FDM32,OUT017,1612.0
NCL07,OUT017,758.0
FDK03,OUT013,4036.0
FDP59,OUT017,1816.0
FDQ24,OUT049,4044.0
FDQ16,OUT018,1492.0
FDU44,OUT013,2600.0
FDH28,OUT010,-1216.0
FDV28,OUT019,-1288.0
FDM22,OUT045,896.0
FDR56,OUT046,3166.0
FDV39,OUT049,3228.0
FDU37,OUT019,-562.0
FDQ11,OUT010,2208.0
FDX02,OUT045,3488.0
NCS42,OUT018,1196.0
FDY57,OUT027,3006.0
FDB21,OUT049,3888.0
FDE28,OUT017,3780.0
FDQ55,OUT017,2000.0
FDA48,OUT049,3596.0
FDZ19,OUT045,2714.0
NCC43,OUT045,3904.0
NCV18,OUT046,1324.0
NCA42,OUT018,2244.0
FDY45,OUT046,4082.0
NCC30,OUT045,2778.0
FDM57,OUT013,1424.0
FDL09,OUT010,768.0
FDB09,OUT027,3450.0
FDT44,OUT035,2014.0
NCT06,OUT027,4048.0
FDX26,OUT049,2992.0
FDK32,OUT013,2484.0
DRA12,OUT046,2308.0
FDO46,OUT010,1152.0
FDE52,OUT013,1456.0
NCH42,OUT045,3574.0
FDV08,OUT035,840.0
FDB47,OUT018,3056.0
FDC28,OUT010,-114.0
FDD22,OUT046,1842.0
FDS07,OUT027,3288.0
DRI13,OUT045,3390.0
FDG32,OUT018,3218.0
FDU14,OUT017,4084.0
FDD28,OUT019,-916.0
NCP41,OUT017,1876.0
FDS08,OUT049,2872.0
FDX47,OUT045,2512.0
FDC53,OUT019,-248.0
FDQ19,OUT035,3986.0
FDL14,OUT045,2472.0
FDM33,OUT019,1592.0
FDA51,OUT045,1786.0
FDZ27,OUT018,552.0
FDT04,OUT046,712.0
DRC13,OUT049,2136.0
FDR16,OUT027,4880.0
FDQ03,OUT027,5220.0
FDE38,OUT035,2792.0
DRH23,OUT027,2360.0
FDT11,OUT019,1144.0
FDD09,OUT035,2984.0
FDR40,OUT045,1344.0
FDX07,OUT017,3092.0
FDR07,OUT035,1680.0
FDA51,OUT017,1972.0
FDT59,OUT019,1770.0
FDF20,OUT017,3224.0
FDR13,OUT045,1850.0
FDY26,OUT049,3472.0
FDW04,OUT017,2244.0
FDK52,OUT017,3708.0
FDN60,OUT049,2584.0
FDM09,OUT019,852.0
FDP46,OUT049,1512.0
FDB50,OUT019,-650.0
NCQ29,OUT049,4140.0
FDP16,OUT027,5332.0
FDX33,OUT018,2316.0
FDP07,OUT010,1210.0
FDN22,OUT046,4012.0
FDF39,OUT049,4276.0
FDS21,OUT017,1180.0
NCM42,OUT013,1712.0
FDK50,OUT019,724.0
DRF13,OUT027,3798.0
FDH35,OUT018,2332.0
FDP60,OUT018,1332.0
DRJ49,OUT027,3540.0
NCT42,OUT019,468.0
FDE38,OUT049,2764.0
FDI04,OUT049,3280.0
NCH54,OUT045,2438.0
FDT56,OUT049,1092.0
DRD15,OUT018,3392.0
FDV58,OUT013,3056.0
FDP21,OUT049,3112.0
FDH05,OUT013,3712.0
FDR10,OUT027,4036.0
NCP06,OUT045,2316.0
FDF33,OUT049,1816.0
DRK37,OUT013,2992.0
DRH49,OUT045,1324.0
FDT58,OUT013,2656.0
FDD41,OUT018,1440.0
FDP40,OUT018,1550.0
FDM51,OUT027,3142.0
FDO45,OUT010,-438.0
FDW33,OUT010,-198.0
FDY24,OUT045,876.0
FDB10,OUT010,1856.0
FDM40,OUT035,2354.0
NCI06,OUT017,2976.0
FDW12,OUT019,452.0
FDX48,OUT027,3966.0
NCW05,OUT027,3124.0
FDX27,OUT017,1688.0
DRM37,OUT045,3078.0
FDA38,OUT045,3778.0
FDR36,OUT046,732.0
FDZ45,OUT046,3174.0
FDG05,OUT017,2684.0
FDK28,OUT013,4080.0
FDV47,OUT045,1346.0
FDN21,OUT045,2502.0
FDP20,OUT027,3490.0
FDI35,OUT045,2844.0
DRY23,OUT013,756.0
FDA56,OUT017,2108.0
FDB09,OUT013,1976.0
NCO26,OUT027,3306.0
FDQ49,OUT018,2268.0
FDI52,OUT027,3400.0
FDZ44,OUT027,3342.0
FDZ09,OUT018,2326.0
FDY03,OUT049,1948.0
NCG42,OUT017,2186.0
DRI13,OUT027,4908.0
FDQ32,OUT013,2060.0
FDW16,OUT035,1640.0
FDU27,OUT046,826.0
FDR28,OUT010,756.0
FDQ49,OUT010,678.0
FDS37,OUT046,1898.0
FDW26,OUT018,3242.0
FDX12,OUT018,3586.0
NCP06,OUT013,2384.0
FDW45,OUT010,432.0
NCN30,OUT049,1608.0
FDN24,OUT049,960.0
NCL41,OUT027,2000.0
FDR02,OUT019,-112.0
FDD09,OUT010,996.0
FDS33,OUT010,-450.0
FDU22,OUT045,1862.0
FDI53,OUT013,2608.0
DRH01,OUT049,2868.0
FDX32,OUT013,2312.0
NCP30,OUT018,384.0
FDB60,OUT045,3068.0
FDB14,OUT049,1632.0
NCP02,OUT035,1062.0
FDJ10,OUT017,2388.0
FDG34,OUT046,1854.0
NCB18,OUT017,1530.0
FDM16,OUT049,1356.0
FDW25,OUT018,1098.0
FDB35,OUT010,-376.0
DRN11,OUT013,2252.0
FDF41,OUT019,1992.0
FDH16,OUT045,1384.0
NCQ50,OUT018,3072.0
DRH23,OUT018,634.0
DRJ37,OUT013,2416.0
DRJ24,OUT027,4364.0
FDY16,OUT035,3064.0
FDQ27,OUT045,1694.0
FDZ33,OUT045,2308.0
FDF29,OUT045,2108.0
FDA08,OUT049,2732.0
FDG31,OUT046,1104.0
FDE34,OUT019,1018.0
NCR30,OUT027,2628.0
FDV33,OUT035,4248.0
DRZ24,OUT018,1644.0
NCL54,OUT035,2848.0
FDR12,OUT049,2892.0
NCC54,OUT046,3814.0
DRN59,OUT013,768.0
FDX50,OUT019,-128.0
FDV31,OUT027,4272.0
NCA29,OUT027,4184.0
FDW60,OUT049,2956.0
FDX08,OUT017,3032.0
DRD49,OUT013,3700.0
FDD33,OUT046,3668.0
FDW35,OUT013,728.0
FDJ36,OUT017,1808.0
FDV51,OUT035,2774.0
FDW36,OUT046,1740.0
FDH35,OUT046,2654.0
NCS30,OUT027,3512.0
FDN49,OUT017,800.0
FDL08,OUT018,3612.0
FDI09,OUT013,3816.0
FDP19,OUT018,1764.0
FDU21,OUT010,-1288.0
NCP41,OUT045,1674.0
FDY10,OUT013,1812.0
FDP12,OUT018,394.0
NCN26,OUT049,1940.0
FDK44,OUT013,2752.0
FDC28,OUT049,1848.0
FDJ41,OUT027,5616.0
NCT29,OUT035,2076.0
NCH42,OUT019,1708.0
FDU60,OUT018,2424.0
FDS02,OUT045,3034.0
FDC51,OUT046,2056.0
FDU03,OUT013,2932.0
FDX39,OUT045,3350.0
NCY05,OUT010,-1286.0
NCL06,OUT027,5526.0
FDD32,OUT035,1470.0
NCN41,OUT045,1898.0
NCX53,OUT049,2340.0
FDU57,OUT019,524.0
FDQ23,OUT046,1712.0
FDQ52,OUT045,3868.0
FDC14,OUT045,682.0
FDY09,OUT035,2938.0
FDQ28,OUT045,2488.0
FDV25,OUT046,3528.0
FDJ07,OUT035,2000.0
DRB25,OUT049,1792.0
FDK52,OUT019,1662.0
FDY52,OUT027,2504.0
FDB28,OUT046,3152.0
FDT36,OUT035,724.0
FDV25,OUT017,3644.0
NCN07,OUT027,3520.0
FDC57,OUT017,3232.0
FDQ03,OUT018,3504.0
FDU23,OUT017,2792.0
NCX41,OUT035,3476.0
NCD06,OUT035,870.0
FDW08,OUT045,1644.0
NCU29,OUT017,2426.0
NCE06,OUT013,2532.0
FDV52,OUT010,12.0
FDB02,OUT017,2984.0
NCR18,OUT045,664.0
FDK16,OUT049,1604.0
NCQ29,OUT010,2146.0
FDZ01,OUT019,-156.0
FDW27,OUT035,2638.0
FDD17,OUT018,3492.0
FDW39,OUT013,2856.0
DRH59,OUT045,1134.0
FDS52,OUT013,1656.0
FDU40,OUT027,4552.0
NCF54,OUT013,2740.0
FDH46,OUT045,1658.0
NCP14,OUT049,1724.0
FDH50,OUT049,3052.0
DRF15,OUT010,560.0
FDV27,OUT027,2916.0
NCJ06,OUT049,2002.0
FDN02,OUT018,2976.0
FDQ51,OUT049,920.0
FDQ07,OUT017,3684.0
FDS45,OUT049,1836.0
NCJ06,OUT045,1878.0
FDD36,OUT035,2012.0
FDY25,OUT045,2858.0
FDU52,OUT046,2494.0
DRK47,OUT017,3710.0
NCL30,OUT017,2160.0
FDN22,OUT035,4116.0
NCF30,OUT027,3428.0
FDK03,OUT035,4204.0
FDT45,OUT017,1040.0
NCC54,OUT027,5202.0
FDP08,OUT018,2848.0
FDU44,OUT046,2668.0
DRG39,OUT035,1000.0
FDU32,OUT049,2056.0
FDY27,OUT049,2936.0
NCP54,OUT013,1956.0
NCZ41,OUT049,2092.0
DRL49,OUT013,2288.0
FDI05,OUT018,996.0
FDY56,OUT045,3576.0
DRC13,OUT013,2048.0
NCV29,OUT017,2964.0
FDR24,OUT049,1576.0
FDZ34,OUT018,2756.0
FDP37,OUT035,2120.0
FDX08,OUT027,4332.0
FDS57,OUT045,2198.0
NCG18,OUT049,1730.0
FDK25,OUT018,2426.0
FDH53,OUT049,1464.0
DRI59,OUT018,3252.0
FDA52,OUT046,2864.0
FDT20,OUT010,-1232.0
FDE36,OUT019,748.0
FDI24,OUT017,2896.0
FDB28,OUT018,2872.0
FDV11,OUT017,2972.0
FDP01,OUT046,2524.0
FDD34,OUT027,4036.0
FDJ50,OUT027,2328.0
FDZ44,OUT013,1908.0
DRO59,OUT035,1354.0
DRB48,OUT045,666.0
FDR21,OUT018,2508.0
NCE42,OUT010,1818.0
FDO23,OUT046,1512.0
NCE30,OUT018,3052.0
FDQ22,OUT035,772.0
FDY01,OUT045,1816.0
FDS08,OUT017,2952.0
FDG28,OUT018,3668.0
FDQ51,OUT018,586.0
FDB05,OUT017,4056.0
FDO56,OUT049,2012.0
FDE02,OUT018,1194.0
FDN45,OUT017,3636.0
FDS09,OUT013,856.0
NCA54,OUT018,2588.0
FDP09,OUT010,1486.0
FDC53,OUT045,1566.0
NCM55,OUT017,3060.0
FDL09,OUT018,2436.0
FDA11,OUT019,-376.0
FDA50,OUT045,1472.0
FDC23,OUT017,2980.0
FDE22,OUT049,2628.0
FDD23,OUT046,3038.0
NCA29,OUT049,2822.0
FDK38,OUT046,2374.0
DRC13,OUT046,2022.0
NCP43,OUT049,2922.0
FDX28,OUT049,1680.0
FDF08,OUT049,1588.0
FDZ33,OUT046,2396.0
FDD10,OUT049,2976.0
FDO58,OUT017,2716.0
FDI50,OUT017,3816.0
FDO58,OUT045,2594.0
FDX08,OUT013,2884.0
NCK17,OUT010,-1214.0
FDF39,OUT035,4310.0
FDU45,OUT010,-38.0
NCJ18,OUT018,1560.0
DRC27,OUT019,1992.0
DRC25,OUT035,1504.0
FDU59,OUT035,2668.0
FDU28,OUT035,3160.0
NCP30,OUT046,706.0
FDB39,OUT018,646.0
FDE41,OUT013,1444.0
DRH11,OUT010,-972.0
FDA58,OUT045,3670.0
FDU50,OUT046,1916.0
FDM34,OUT013,2072.0
FDM44,OUT027,3104.0
FDR39,OUT045,2862.0
FDM25,OUT045,2786.0
FDQ49,OUT049,2632.0
DRH25,OUT018,604.0
FDM09,OUT027,4204.0
FDL44,OUT019,696.0
NCR42,OUT018,268.0
DRL59,OUT046,910.0
FDX43,OUT013,2672.0
DRK47,OUT010,1684.0
FDU48,OUT018,1832.0
FDY12,OUT045,812.0
NCN43,OUT018,1682.0
NCM55,OUT018,2620.0
FDQ21,OUT027,3436.0
FDX13,OUT035,4088.0
NCK30,OUT027,5428.0
FDG20,OUT049,2904.0
DRG27,OUT017,786.0
FDY14,OUT018,3892.0
FDP59,OUT035,1820.0
FDU60,OUT017,2856.0
NCC18,OUT019,762.0
DRJ39,OUT017,3578.0
FDS07,OUT049,1904.0
FDM08,OUT027,5016.0
FDP51,OUT045,1920.0
FDU16,OUT035,1496.0
FDH12,OUT013,1708.0
DRE48,OUT010,1228.0
NCL42,OUT027,5292.0
FDR21,OUT045,2772.0
NCW29,OUT035,2208.0
FDO11,OUT013,4008.0
NCM31,OUT049,2318.0
FDV35,OUT019,548.0
FDF58,OUT017,1156.0
NCE43,OUT049,2744.0
FDA02,OUT035,2468.0
DRL37,OUT010,-1146.0
FDR24,OUT018,1244.0
FDW59,OUT049,1448.0
FDS22,OUT049,900.0
FDW24,OUT017,960.0
FDU24,OUT035,1672.0
FDA21,OUT027,4416.0
FDH58,OUT027,3334.0
FDW36,OUT018,1400.0
FDI45,OUT027,4208.0
FDU01,OUT018,2730.0
FDF35,OUT027,3180.0
FDU43,OUT019,1904.0
FDE24,OUT019,392.0
FDK50,OUT049,2696.0
FDG31,OUT045,998.0
FDC60,OUT045,1442.0
FDL36,OUT013,1456.0
FDP21,OUT013,3060.0
FDW16,OUT045,1468.0
FDX02,OUT017,3680.0
FDQ58,OUT027,3920.0
FDT51,OUT046,1864.0
FDD59,OUT049,1420.0
NCM42,OUT018,1466.0
FDA57,OUT018,416.0
FDZ48,OUT035,1916.0
FDE46,OUT045,2394.0
NCZ30,OUT019,38.0
FDB56,OUT017,3152.0
FDA25,OUT027,3174.0
FDD20,OUT013,2016.0
FDL25,OUT013,1520.0
NCO18,OUT049,2890.0
FDJ45,OUT017,720.0
FDR12,OUT035,2880.0
NCF19,OUT010,-1110.0
FDK25,OUT046,2690.0
NCR17,OUT046,1846.0
FDC52,OUT046,2504.0
NCA54,OUT017,2986.0
FDR45,OUT010,1902.0
NCM19,OUT049,1892.0
FDF39,OUT027,5662.0
FDX23,OUT049,1660.0
FDD58,OUT027,3060.0
FDX28,OUT013,1604.0
NCD31,OUT013,2576.0
FDU57,OUT018,2164.0
FDI27,OUT046,840.0
NCM42,OUT046,1752.0
FDD32,OUT027,2820.0
FDI34,OUT013,3656.0
NCM29,OUT049,2158.0
