Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRI59,OUT049,3747.082103710805
NCG54,OUT035,2788.802372653832
FDM44,OUT046,1666.453770648604
FDT57,OUT018,3568.7516205665074
FDV24,OUT046,2387.0995444185346
FDI50,OUT019,572.2553104791423
FDS09,OUT035,765.9697968301525
NCC31,OUT027,4101.080295754576
FDQ07,OUT019,574.6595321377554
FDC22,OUT017,3133.611559464029
FDZ56,OUT046,2836.2930203201404
FDZ40,OUT019,130.64555458762993
FDS46,OUT027,2947.8630056052425
DRD24,OUT045,2081.059673252073
FDV45,OUT017,3086.628252619657
FDL26,OUT045,2569.2042942808043
FDA56,OUT018,1982.6108748164784
FDN27,OUT046,1999.941639876299
FDM20,OUT049,3962.022632382779
FDO16,OUT017,1344.7706097199136
FDL03,OUT035,2975.7282693162133
FDE58,OUT046,1946.380254246489
FDI02,OUT027,2939.0977664219695
NCC55,OUT019,130.64555458762993
FDR03,OUT018,3189.4507895938086
FDB14,OUT017,1459.7279096146249
FDR45,OUT013,3938.2617750149943
NCN07,OUT017,2068.8200528249745
FDM51,OUT019,246.6438748985309
FDT52,OUT027,5848.194863620732
FDL26,OUT046,2520.0726730993883
NCZ42,OUT046,3951.556231212721
DRI47,OUT019,363.6051968501439
FDW40,OUT013,2123.753800708435
FDN34,OUT046,2812.247307246803
FDS01,OUT035,2962.068167217976
NCG55,OUT045,1921.7934868010614
FDC11,OUT035,1355.6977426370652
FDX35,OUT018,3467.547213284185
NCB06,OUT046,2613.2282628281077
FDR09,OUT019,572.3027166762279
FDC53,OUT017,1547.3906100456502
FDY45,OUT013,4197.654055827038
FDA22,OUT010,384.76218024182265
FDE02,OUT035,1551.5435178843118
FDW21,OUT045,1688.9194543138506
FDV34,OUT046,1183.0552278528044
FDS59,OUT049,1660.5799834222591
NCW17,OUT017,2100.081796581538
NCK54,OUT046,1991.2551266039814
FDG17,OUT019,572.2553104791423
FDG35,OUT017,2896.894255560435
FDD08,OUT010,130.64555458762993
NCO07,OUT017,3696.358278359532
FDJ10,OUT010,278.1517633234127
FDW36,OUT017,1644.1585064699577
FDW21,OUT010,239.23896820391582
FDY19,OUT017,1916.0847244707843
DRE03,OUT013,820.0162451733355
NCC55,OUT049,648.879857055799
FDH52,OUT010,134.66412496697816
FDO09,OUT017,4054.49060302588
FDU43,OUT045,3963.4856849728058
FDX09,OUT010,423.3996863447961
FDH40,OUT019,199.27957510999823
FDW58,OUT017,1633.996432729394
FDC47,OUT017,3772.9815907357975
NCR41,OUT035,1520.7785977946196
DRG49,OUT035,3962.2312319246666
FDC52,OUT027,4069.953536891012
FDY13,OUT046,1187.7986010709621
FDY35,OUT013,709.5148449382559
FDI35,OUT017,3156.85906211385
NCU18,OUT049,2140.681329965402
FDY33,OUT018,2510.032990645936
FDC15,OUT027,4192.570600303887
FDU01,OUT049,3044.897635723388
NCU42,OUT046,2847.184111966139
NCV29,OUT018,2829.539127024691
NCY30,OUT017,3027.4357300766
FDQ46,OUT049,1710.4771459050503
FDG58,OUT027,4101.080295754576
FDK33,OUT017,3704.771411542188
NCD07,OUT045,1840.5887138627556
NCX29,OUT027,4024.57598060235
NCT42,OUT013,2384.372366452202
DRN59,OUT035,752.0085518055704
FDI44,OUT035,1281.6039871890337
FDA45,OUT049,2768.870653984692
FDP31,OUT045,1055.3508487802912
FDY01,OUT046,1920.5026133764072
FDT09,OUT018,2048.4336975781625
DRH03,OUT027,2827.395906029599
FDA36,OUT018,3028.793924497535
NCF31,OUT017,2413.4041393552407
FDG14,OUT049,2411.9492350634173
FDG28,OUT027,5848.194863620732
FDU14,OUT049,4120.67671198153
FDY47,OUT019,284.422542732869
FDI56,OUT049,1381.5498989050582
DRD01,OUT013,1017.3443491511548
FDM22,OUT046,957.9593657916574
FDH33,OUT013,706.1591670360049
DRZ24,OUT013,1889.2285548656712
NCQ38,OUT046,1680.1530147829535
FDO16,OUT027,2348.609332438627
FDU07,OUT027,4050.3395494263727
NCB07,OUT013,2956.1351786739124
FDU48,OUT045,2024.8499046855668
NCM43,OUT045,2761.5327848586803
FDR31,OUT010,361.7583846906578
DRK49,OUT018,607.590763378855
NCI30,OUT010,574.7607029871947
DRD60,OUT017,3090.939991005236
NCG19,OUT046,3734.241899614549
FDH12,OUT035,1663.604405066143
FDM32,OUT035,1432.9786565941317
FDM27,OUT035,2601.510082622696
NCU53,OUT027,4245.842840111625
NCQ18,OUT046,1605.545080413689
FDS10,OUT013,2863.669710547981
FDB33,OUT027,4192.570600303887
FDI12,OUT013,1426.5670639389782
NCW42,OUT013,3631.035221956369
NCC06,OUT018,2033.5836815785995
FDW02,OUT017,1996.3150439968936
NCD43,OUT017,1689.266002105575
FDM57,OUT018,1318.9396865792485
FDA58,OUT017,3795.9802791007132
FDK56,OUT046,3222.290207371396
FDP52,OUT045,3912.8280145373765
FDW20,OUT018,2022.2285842652611
FDS52,OUT049,1596.5565483109824
NCT29,OUT018,1887.4429345413764
NCL54,OUT013,2830.051374620726
FDC05,OUT045,3052.267695970182
FDF34,OUT035,3064.2870900817425
FDP03,OUT027,2986.0840393510316
FDD32,OUT010,192.01564359919075
FDZ10,OUT045,2004.5672870821345
FDZ40,OUT035,870.0962563627297
FDD51,OUT018,617.1119043833252
NCY30,OUT019,431.64171478857486
FDP58,OUT017,3635.1034951305264
FDV49,OUT017,4274.961891205119
FDY24,OUT019,130.64555458762993
NCO55,OUT017,1662.9938342956468
FDR13,OUT017,1918.1671142032008
FDS51,OUT017,997.350104395972
FDP26,OUT045,1660.7482271153876
NCB54,OUT027,2998.2057474237463
FDF32,OUT017,3052.751338266561
FDN31,OUT018,3028.288897669407
DRM48,OUT017,580.3930278535474
FDN20,OUT049,2802.584879967645
DRL01,OUT046,3729.046928962801
FDV56,OUT049,1637.1499480292216
DRH13,OUT027,2895.544757704704
FDA03,OUT017,2534.2553392402833
FDF47,OUT027,5845.002636193788
FDX32,OUT046,2582.8335132964808
FDX57,OUT049,1522.1002975384781
NCA30,OUT045,2968.489076837716
FDO49,OUT013,819.8625677106712
FDL04,OUT019,247.51219591781424
DRM48,OUT035,585.2132356576338
FDR16,OUT013,3518.630750227588
NCC19,OUT018,3024.684470178142
NCE42,OUT045,3942.277292546742
FDY24,OUT017,862.1065751903799
FDH19,OUT049,2800.644072001011
FDJ46,OUT013,2827.6546872894173
FDN45,OUT010,572.468300798544
FDY08,OUT035,2044.6315860493646
FDZ37,OUT035,1381.821710568102
NCT30,OUT045,761.8822747866894
DRY23,OUT018,619.1872222421676
NCZ30,OUT018,1985.4927685557711
FDC44,OUT018,1785.8534382553742
FDB45,OUT035,1645.3845616729625
FDY04,OUT013,2562.1833285705834
FDM27,OUT046,2608.637465274019
FDZ43,OUT017,3970.1807753228527
FDT39,OUT019,365.7379572777047
NCC06,OUT019,282.90266781744833
FDL15,OUT027,4101.080295754576
FDL57,OUT017,4163.335818490258
FDU08,OUT046,1573.1961651986858
FDK40,OUT017,4265.3364751430445
FDQ12,OUT010,570.0640791399308
FDS48,OUT017,2539.845157865572
FDP09,OUT045,3660.2510076730705
FDW21,OUT049,1565.94075441676
FDY25,OUT035,3125.434170069839
DRE13,OUT017,1373.6400320043779
FDV43,OUT019,130.64555458762993
FDD22,OUT045,1710.976699986478
FDM46,OUT019,233.47489753461804
NCO30,OUT010,483.916193735237
FDM25,OUT046,2856.7439176976563
NCN41,OUT049,2051.1935745693418
FDU24,OUT045,1490.1046394163975
FDZ50,OUT046,3206.9009392457183
FDP45,OUT013,4080.660661658882
NCM54,OUT045,1996.172219918298
FDW10,OUT019,424.23131585350137
FDP20,OUT017,2005.6897573111062
FDK32,OUT046,2544.5180349296425
FDN52,OUT049,1360.868051694934
FDM58,OUT045,1702.0629449030705
FDZ46,OUT027,2932.9478518683663
NCA18,OUT018,1797.5090989445484
FDD35,OUT046,2130.3400910470154
NCK31,OUT035,760.6721581587747
FDI40,OUT027,2864.3389988154727
FDT50,OUT019,238.0747670362952
NCT06,OUT046,2656.688706960268
FDT31,OUT035,3016.9220264573255
FDT45,OUT049,860.6590450042448
FDT13,OUT045,3087.215743312357
FDO50,OUT045,1386.7290440325119
NCU18,OUT010,277.23308737124125
NCR54,OUT049,3070.3340792953563
NCO18,OUT018,2843.6894631542737
FDU09,OUT045,867.9942934134153
FDT13,OUT018,3013.84211732241
FDE09,OUT046,1792.3384888629573
NCK53,OUT019,246.6438748985309
FDG45,OUT049,3526.3197405113174
DRH15,OUT035,684.6798366161007
FDO21,OUT019,572.2553104791423
FDD14,OUT027,5150.797827119628
FDC09,OUT046,1699.1322338135674
FDH45,OUT027,1049.6493978093938
FDV32,OUT046,1133.8886297466931
FDG12,OUT035,1994.3402108200964
FDS32,OUT013,2137.134695249295
NCL55,OUT018,3731.6536487771964
DRE01,OUT035,3852.6331443129284
DRE15,OUT049,1244.2321680603711
NCL42,OUT045,3985.0214960570956
FDP31,OUT013,1225.7892905103547
FDN33,OUT018,1423.494895026296
FDZ59,OUT046,2521.024845186902
FDE45,OUT010,428.0282197991058
FDJ07,OUT013,1980.303451254778
FDQ45,OUT018,3034.8324002471086
FDM33,OUT027,5845.002636193788
FDO15,OUT010,150.9345419099217
FDM46,OUT013,1468.044608561515
FDR03,OUT045,3406.915151168792
FDY49,OUT018,2681.2078773930143
FDQ60,OUT045,1890.2865682103318
FDW10,OUT049,2755.2068965507547
FDO51,OUT049,690.5181876018597
FDJ40,OUT018,1609.049500030655
FDS20,OUT018,3053.8302447674955
FDU45,OUT013,1824.6870871917888
FDV02,OUT035,2766.219737604708
FDN09,OUT046,3947.1553461676094
NCM55,OUT027,5153.211182165684
FDN23,OUT018,2347.3893629319646
FDY31,OUT010,364.00597954009464
FDW03,OUT010,240.79678946759702
FDD14,OUT046,3087.7285597344667
FDV23,OUT017,1980.340627444595
DRI03,OUT045,2888.0140746575125
FDN13,OUT035,1584.826291084841
FDF45,OUT027,1335.44392919388
FDU46,OUT035,1361.9976032175452
FDB57,OUT049,3722.8509144693176
FDV12,OUT049,1559.3472939897947
FDQ58,OUT013,2370.010781471409
NCA18,OUT017,1837.843788024262
FDH52,OUT049,991.9501373090859
FDM24,OUT018,2336.391102505452
NCP43,OUT027,4884.26094479135
NCO18,OUT019,428.24453700701264
FDM32,OUT017,1375.9375647978875
NCL07,OUT017,586.1907728775216
FDK03,OUT013,4067.764791997966
FDP59,OUT017,1657.9886641779258
FDQ24,OUT049,4104.119064403971
FDQ16,OUT018,1567.0801403084063
FDU44,OUT013,2539.5513523068485
FDH28,OUT010,130.64555458762993
FDV28,OUT019,130.64555458762993
FDM22,OUT045,871.6296640451177
FDR56,OUT046,3107.975683036326
FDV39,OUT049,3074.5244593467914
FDU37,OUT019,171.91091680308563
FDQ11,OUT010,572.4208946014584
FDX02,OUT045,3780.5593537941104
NCS42,OUT018,1421.0089345691315
FDY57,OUT027,2827.2864463419924
FDB21,OUT049,3788.689979434642
FDE28,OUT017,3816.5778347488927
FDQ55,OUT017,1970.407985760671
FDA48,OUT049,3598.977285263455
FDZ19,OUT045,2818.1972245010234
NCC43,OUT045,3953.732118731489
NCV18,OUT046,1386.9699305839138
NCA42,OUT018,2511.2530395355707
FDY45,OUT046,4204.5057678631665
NCC30,OUT045,2939.9244302524276
FDM57,OUT013,1410.322509185868
FDL09,OUT010,383.873535993617
FDB09,OUT027,2986.0840393510316
FDT44,OUT035,1895.6476899363815
NCT06,OUT027,4245.842840111625
FDX26,OUT049,3174.204222527484
FDK32,OUT013,2475.9073012561867
DRA12,OUT046,2163.8360380128274
FDO46,OUT010,495.6693738062871
FDE52,OUT013,1399.2223648397364
NCH42,OUT045,3892.2896302735367
FDV08,OUT035,623.4710724789447
FDB47,OUT018,3347.5450175884375
FDC28,OUT010,258.9099459133414
FDD22,OUT046,1893.9844156217257
FDS07,OUT027,2942.1191220269843
DRI13,OUT045,3669.9195749426667
FDG32,OUT018,3422.497506769822
FDU14,OUT017,4153.870969040274
FDD28,OUT019,131.2951563229525
NCP41,OUT017,1666.7352554766283
FDS08,OUT049,2833.406665983179
FDX47,OUT045,2517.8382782946064
FDC53,OUT019,246.73305688383059
FDQ19,OUT035,4037.403758743883
FDL14,OUT045,2441.189218141871
FDM33,OUT019,572.3027166762279
FDA51,OUT045,1842.7005264669235
FDZ27,OUT018,752.1256173141018
FDT04,OUT046,656.1778151495903
DRC13,OUT049,2073.903481288468
FDR16,OUT027,5848.194863620732
FDQ03,OUT027,5845.002636193788
FDE38,OUT035,2672.712271771947
DRH23,OUT027,1285.0008082023555
FDT11,OUT019,495.207460811134
FDD09,OUT035,3048.562170275139
FDR40,OUT045,1347.4045142347882
FDX07,OUT017,3036.9452377645034
FDR07,OUT035,1564.748387039916
FDA51,OUT017,1842.343288656417
FDT59,OUT019,571.6239223517545
FDF20,OUT017,3077.99365742915
FDR13,OUT045,1912.838235914783
FDY26,OUT049,3633.4052599834567
FDW04,OUT017,2007.0646744155208
FDK52,OUT017,3771.4454676652936
FDN60,OUT049,2596.7710018130374
FDM09,OUT019,412.2466158642301
FDP46,OUT049,1336.3939621756317
FDB50,OUT019,171.04188059508056
NCQ29,OUT049,4039.6056715455484
FDP16,OUT027,5845.002636193788
FDX33,OUT018,2436.6707808527863
FDP07,OUT010,506.35383047192585
FDN22,OUT046,3931.8277101464764
FDF39,OUT049,4191.347189084479
FDS21,OUT017,964.931473594341
NCM42,OUT013,1685.565741480163
FDK50,OUT019,381.79282162192106
DRF13,OUT027,4043.8233203269665
FDH35,OUT018,2458.811928950271
FDP60,OUT018,1496.7130484532718
DRJ49,OUT027,2998.3152071113527
NCT42,OUT019,364.75044354979116
FDE38,OUT049,2647.7416922495368
FDI04,OUT049,3118.4841401995664
NCH54,OUT045,2639.8174939745336
FDT56,OUT049,925.0784493416434
DRD15,OUT018,3505.6891039378056
FDV58,OUT013,2994.1467656589616
FDP21,OUT049,3193.0956973615653
FDH05,OUT013,3666.970287288063
FDR10,OUT027,4235.81495593177
NCP06,OUT045,2538.557729977694
FDF33,OUT049,1644.9742801385796
DRK37,OUT013,3147.8951877596114
DRH49,OUT045,1310.5682548557397
FDT58,OUT013,2593.1850556371182
FDD41,OUT018,1619.0498403836123
FDP40,OUT018,1694.2080674440201
FDM51,OUT027,2864.448458503079
FDO45,OUT010,197.13726012979518
FDW33,OUT010,240.9095919586926
FDY24,OUT045,867.6823311565219
FDB10,OUT010,570.5866949152826
FDM40,OUT035,2061.4783013992
NCI06,OUT017,3090.736106467285
FDW12,OUT019,338.6733621375165
FDX48,OUT027,4112.155101061511
NCW05,OUT027,2892.541140259062
FDX27,OUT017,1543.1902886015966
DRM37,OUT045,3074.4499928514156
FDA38,OUT045,4004.8770998348677
FDR36,OUT046,655.086154508015
FDZ45,OUT046,3138.1199483139626
FDG05,OUT017,2510.6180786958953
FDK28,OUT013,4275.849820688078
FDV47,OUT045,1352.7054111664327
FDN21,OUT045,2601.7609763813607
FDP20,OUT027,2993.8033375712307
FDI35,OUT045,3122.1946954929153
DRY23,OUT013,716.060478144059
FDA56,OUT017,2044.6542145630256
FDB09,OUT013,2002.361241592617
NCO26,OUT027,2946.6471417547064
FDQ49,OUT018,2422.1440848558545
FDI52,OUT027,2984.8160050369306
FDZ44,OUT027,2946.756601442313
FDZ09,OUT018,2494.327934244514
FDY03,OUT049,1884.3773782041685
NCG42,OUT017,2057.3261178351745
DRI13,OUT027,5845.002636193788
FDQ32,OUT013,2046.570365029827
FDW16,OUT035,1381.602318377771
FDU27,OUT046,787.2610803984096
FDR28,OUT010,381.3728198024381
FDQ49,OUT010,379.9432640607549
FDS37,OUT046,1959.569773313024
FDW26,OUT018,3404.5153902983675
FDX12,OUT018,3617.4727740567755
NCP06,OUT013,2441.8459202708223
FDW45,OUT010,363.46944739208493
NCN30,OUT049,1470.7656831733693
FDN24,OUT049,863.7575991265851
NCL41,OUT027,1035.400778265081
FDR02,OUT019,260.75924404308944
FDD09,OUT010,446.6233471192084
FDS33,OUT010,198.01086152313792
FDU22,OUT045,1936.0078426316254
FDI53,OUT013,2475.4053935762745
DRH01,OUT049,2797.7399515653774
FDX32,OUT013,2155.794568367609
NCP30,OUT018,603.7584585174507
FDB60,OUT045,3043.400633247155
FDB14,OUT049,1427.243007181296
NCP02,OUT035,873.008458382312
FDJ10,OUT017,2034.123154195062
FDG34,OUT046,1772.1474892905587
NCB18,OUT017,1350.7952100719826
FDM16,OUT049,1127.9175796246725
FDW25,OUT018,1327.8066934376966
FDB35,OUT010,222.23978136067416
DRN11,OUT013,2132.237714422115
FDF41,OUT019,570.4211107929665
FDH16,OUT045,1379.6850048845547
NCQ50,OUT018,3348.6955801765694
DRH23,OUT018,887.7456673583588
DRJ37,OUT013,2353.4852443351597
DRJ24,OUT027,5152.09011295276
FDY16,OUT035,3086.557928103592
FDQ27,OUT045,1713.5110106129955
FDZ33,OUT045,2439.774598827117
FDF29,OUT045,2111.6041966158677
FDA08,OUT049,2574.0515679857886
FDG31,OUT046,1122.7851143511687
FDE34,OUT019,465.2333498221301
NCR30,OUT027,1461.9997229185062
FDV33,OUT035,4221.949001522061
DRZ24,OUT018,1881.5590468347086
NCL54,OUT035,2878.871795851036
FDR12,OUT049,2935.031456482671
NCC54,OUT046,3766.18568632044
DRN59,OUT013,810.2961969265353
FDX50,OUT019,261.7317142365456
FDV31,OUT027,4795.390990743402
NCA29,OUT027,4401.986838037688
FDW60,OUT049,2939.316271025175
FDX08,OUT017,3141.3441250633805
DRD49,OUT013,3741.920204740906
FDD33,OUT046,3674.9969406623095
FDW35,OUT013,703.6265898516895
FDJ36,OUT017,1669.4131457468097
FDV51,OUT035,2747.371493402585
FDW36,OUT046,1661.4023727328295
FDH35,OUT046,2579.571083139206
NCS30,OUT027,2999.774760015721
FDN49,OUT017,603.8467148063971
FDL08,OUT018,3601.759379249229
FDI09,OUT013,3777.7693453324537
FDP19,OUT018,1960.6021931426453
FDU21,OUT010,130.64555458762993
NCP41,OUT045,1658.391736527189
FDY10,OUT013,1793.4725683420363
FDP12,OUT018,565.8330594365989
NCN26,OUT049,1956.5853360972312
FDK44,OUT013,2779.7777857178644
FDC28,OUT049,1639.705486075061
FDJ41,OUT027,5848.194863620732
NCT29,OUT035,1963.602210677242
NCH42,OUT019,572.2553104791423
FDU60,OUT018,2555.581060971459
FDS02,OUT045,3083.9353265657533
FDC51,OUT046,2122.787804751235
FDU03,OUT013,3047.7980116483577
FDX39,OUT045,3681.430074467759
NCY05,OUT010,130.64555458762993
NCL06,OUT027,5845.002636193788
FDD32,OUT035,1274.5052622362919
NCN41,OUT045,1976.2758664963299
NCX53,OUT049,2210.13950880499
FDU57,OUT019,364.0642059039618
FDQ23,OUT046,1698.2337270644114
FDQ52,OUT045,4017.176481623988
FDC14,OUT045,626.4138528093561
FDY09,OUT035,2943.3489387675563
FDQ28,OUT045,2598.740198546318
FDV25,OUT046,3699.6616393234603
FDJ07,OUT035,1958.7868563278312
DRB25,OUT049,1608.5713486099169
FDK52,OUT019,572.3027166762279
FDY52,OUT027,1405.1266677471162
FDB28,OUT046,3148.1072960392517
FDT36,OUT035,580.2877212053475
FDV25,OUT017,3809.796411110943
NCN07,OUT027,2999.8842197033273
FDC57,OUT017,3005.3393276109
FDQ03,OUT018,3512.206182518087
FDU23,OUT017,2807.4716854372696
NCX41,OUT035,3691.4741474727725
NCD06,OUT035,755.7717120129474
FDW08,OUT045,1636.870211658385
NCU29,OUT017,2442.0649103477544
NCE06,OUT013,2460.2071541688783
FDV52,OUT010,270.3529772649193
FDB02,OUT017,2929.1211763414367
NCR18,OUT045,644.0011953274883
FDK16,OUT049,1476.365860557164
NCQ29,OUT010,572.9435103768102
FDZ01,OUT019,247.5742989747503
FDW27,OUT035,2493.4997242745444
FDD17,OUT018,3563.5550092336925
FDW39,OUT013,2852.4615305264456
DRH59,OUT045,1097.8695126360649
FDS52,OUT013,1643.5749278090768
FDU40,OUT027,5755.997766437352
NCF54,OUT013,2774.7276805336223
FDH46,OUT045,1714.4120121621127
NCP14,OUT049,1661.7806985245807
FDH50,OUT049,3201.0628320291025
DRF15,OUT010,369.0786430465726
FDV27,OUT027,2573.6384653529976
NCJ06,OUT049,2093.4472087053855
FDN02,OUT018,3198.5565280272876
FDQ51,OUT049,780.9093335487719
FDQ07,OUT017,3739.869254734436
FDS45,OUT049,1674.5507916773208
NCJ06,OUT045,2039.7183272795626
FDD36,OUT035,1984.8306709666658
FDY25,OUT045,3130.085308973682
FDU52,OUT046,2373.3408847815836
DRK47,OUT017,3831.1760671295747
NCL30,OUT017,2008.0777997169089
FDN22,OUT035,3972.620637572106
NCF30,OUT027,2993.6938778836243
FDK03,OUT035,4147.687350464042
FDT45,OUT017,866.9376672034562
NCC54,OUT027,5845.002636193788
FDP08,OUT018,2914.3530991125617
